URL,Labels
https://bsky.app/profile/christianaaaaa.bsky.social/post/3lu5vppxyl22h,["profanity"]
https://bsky.app/profile/nolonine.bsky.social/post/3m4byqjrqas2j,["profanity"]
https://bsky.app/profile/caffeineandhate.bsky.social/post/3m4gohdbcmc2k,["targeted"]
https://bsky.app/profile/rodmuscle.bsky.social/post/3m4drw3ensc2j,["profanity"]
https://bsky.app/profile/justsecurity.org/post/3m3zd4ngy3s2f,[]
https://bsky.app/profile/ematt622.bsky.social/post/3m4dtebdmbk2n,["profanity"]
https://bsky.app/profile/the-cigar-girl.blacksky.app/post/3m4btu5ryec2b,["profanity"]
https://bsky.app/profile/ladykenoh.bsky.social/post/3luw6hmikek2e,["targeted"]
https://bsky.app/profile/qitqat-bd.bsky.social/post/3m4fwfkubnk2g,["targeted"]
https://bsky.app/profile/akashdom.bsky.social/post/3m4fn36yh3s2a,["profanity"]
https://bsky.app/profile/southaustinhippy.bsky.social/post/3lzrwmqtxdc2k,["profanity"]
https://bsky.app/profile/jonathanlhoward.bsky.social/post/3m4gp6t3dzs2j,["targeted"]
https://bsky.app/profile/gunbreaker.etheirys.social/post/3m4gbxlorhk2q,[]
https://bsky.app/profile/bahmanjazooyeh.bsky.social/post/3m4gmzfvwik2s,["targeted"]
https://bsky.app/profile/thestackscat.bsky.social/post/3m4bqjvb6o22k,["profanity"]
https://bsky.app/profile/ghwubs.bsky.social/post/3m4gl6smjpk2e,["profanity"]
https://bsky.app/profile/veneran.bsky.social/post/3m4geapshrs2e,["profanity"]
https://bsky.app/profile/jerseygoose.bsky.social/post/3m4g3ntgjhc2j,["profanity"]
https://bsky.app/profile/thewiz1.bsky.social/post/3m4a2zek46s24,["targeted"]
https://bsky.app/profile/commonsensegoodgov.bsky.social/post/3m4ecvl7sq22s,["targeted"]
https://bsky.app/profile/freekjanssen.bsky.social/post/3m472sifqms23,[]
https://bsky.app/profile/americanleshy.bsky.social/post/3m4gotbslcs2g,["profanity"]
https://bsky.app/profile/lostanachronism.bsky.social/post/3m4gp5zompz2a,["profanity"]
https://bsky.app/profile/adamleonhardt.bsky.social/post/3m4gcbqyev22z,["targeted"]
https://bsky.app/profile/coachbpp.bsky.social/post/3m4eqjcmxhk24,["targeted"]
https://bsky.app/profile/coreydanks.bsky.social/post/3m46qmkdlxc22,["profanity"]
https://bsky.app/profile/therealkeninmn.bsky.social/post/3m4gpbwvors2h,[]
https://bsky.app/profile/almasuono.bsky.social/post/3lv4vtd6kus2p,["targeted"]
https://bsky.app/profile/dontdisssixtypence.bsky.social/post/3lz27wqqruc2f,["targeted"]
https://bsky.app/profile/harajukustudio.bsky.social/post/3m4g2j2f6gs2h,["profanity"]
https://bsky.app/profile/myselfnzyme.bsky.social/post/3m3y4tt32yc2e,["profanity"]
https://bsky.app/profile/salontrek.com/post/3m4gpj2ucjc2b,[]
https://bsky.app/profile/collyc.bsky.social/post/3m4dpenvyk22l,["profanity"]
https://bsky.app/profile/petergermanyxxx.bsky.social/post/3m4g7xlncak2j,["targeted"]
https://bsky.app/profile/sparklerblue2.bsky.social/post/3m4gn65vcgc22,[]
https://bsky.app/profile/lynnellem.bsky.social/post/3m4eb7eph3c2j,["targeted"]
https://bsky.app/profile/bluesports81.bsky.social/post/3m22t4sj7is2b,["targeted"]
https://bsky.app/profile/jcm0526.bsky.social/post/3lqxabsrqjs2a,["targeted"]
https://bsky.app/profile/goblingirlzoe.bsky.social/post/3m4g6ho6imk2m,["profanity"]
https://bsky.app/profile/pilleriin.bsky.social/post/3m4b36gt4lk2t,[]
https://bsky.app/profile/tottenhambhoy.bsky.social/post/3m3uy7hcn4s2r,["profanity"]
https://bsky.app/profile/fascistfighter2025.bsky.social/post/3m4gfbioz7k2e,["targeted"]
https://bsky.app/profile/mrlint.bsky.social/post/3m4e4ev6szc2u,["targeted"]
https://bsky.app/profile/mariothesuperduper.bsky.social/post/3lw5msxsrk22w,["profanity"]
https://bsky.app/profile/marysuesays.bsky.social/post/3m37je2tcqc24,["profanity"]
https://bsky.app/profile/thebottle-bot.bsky.social/post/3m4filw4f4n2t,[]
https://bsky.app/profile/strawmanff.bsky.social/post/3m4gguhw3dc2y,["profanity"]
https://bsky.app/profile/fkx-boomer.bsky.social/post/3m3yigvdusc2b,["targeted"]
https://bsky.app/profile/barkbite.bsky.social/post/3m2ze2yez3k25,["profanity"]
https://bsky.app/profile/bemonho.bsky.social/post/3m2rit6ndjc2y,[]
https://bsky.app/profile/ceedro.bsky.social/post/3m4fafqi6mc23,["profanity"]
https://bsky.app/profile/aafkevanzwieten.bsky.social/post/3lykx7sah6n2o,["targeted"]
https://bsky.app/profile/lala1967.bsky.social/post/3m3augucr6c2b,["profanity"]
https://bsky.app/profile/moviemonkee.bsky.social/post/3lyvk2nb5hs2z,["targeted"]
https://bsky.app/profile/comabri.bsky.social/post/3m4gpz4b4722h,["targeted"]
https://bsky.app/profile/dangercupcake.bsky.social/post/3m4gljgm74s25,["profanity"]
https://bsky.app/profile/acroray.bsky.social/post/3lubrshbc5c2q,["profanity"]
https://bsky.app/profile/shandoraexplorer.bsky.social/post/3m3iwfdymz226,["profanity"]
https://bsky.app/profile/jaymichaluk.bsky.social/post/3lisui2ddxc2c,["targeted"]
https://bsky.app/profile/goblingirlzoe.bsky.social/post/3m4ghg5occ22m,["profanity"]
https://bsky.app/profile/seanpetrizzi.bsky.social/post/3lzk25rrrkk27,["profanity"]
https://bsky.app/profile/cleverpudding.bsky.social/post/3m4gorg4r2k2p,[]
https://bsky.app/profile/rikardlinde.bsky.social/post/3m3imjdxhgc27,[]
https://bsky.app/profile/intersex-insights.bsky.social/post/3lyjmghsqyc23,["targeted"]
https://bsky.app/profile/carlnyberg312.bsky.social/post/3m4e6rbgw2k2q,[]
https://bsky.app/profile/mac-leon.bsky.social/post/3m3qkbjgj5c2c,["profanity"]
https://bsky.app/profile/dukevulture.bsky.social/post/3m4gkuzjvz22m,["profanity"]
